"","UnitCode","StdLocName","SiteID","MarkerType","MarkerName","SpatialDataSource","MonumentDate","RetiredYear","RetiredReason","SafetyNotes","NavigationNotes","QAQCed","Certified","DateCertified","globalid","NEAR_FID","NEAR_DIST"
"164","CHIR","Wildlife_CHIR_V501_001",133,"Rebar","V501_001","Garmin GLO","2017/09/09 00:00:00",NA,NA,"na","social trail weaves in and out of drainage, but usually stays on northern side of wash. Take drainage that leads you NE up to point.","Y",NA,NA,"{89FB37E6-5554-4C44-8D4A-D195E157C544}",8,0.0317861186433733
"165","SAGW","Wildlife_SAGW_W202_020",77,"GPS Only","W202_020","Samsung Tab Active A","2017/01/24 00:00:00",NA,NA,NA,"from point 63 head east with baring 90- aim for highest peak that baring points to. head up slope by drainage until you reach the point.","Y",NA,NA,"{742E144B-77F8-4EB4-8DF2-6CE72B507731}",3,0.0985541265643617
"166","SAGW","Wildlife_SAGW_W202_032",78,"GPS Only","W202_032","Samsung Tab Active A","2017/01/24 00:00:00",NA,NA,NA,"Take King Canyon trail until point 32 is directly due south. Hike over saddle to the south until drainage, then continue south to navigate to point","Y",NA,NA,"{5010B6FB-7110-4978-98B8-D90A17AF6C64}",3,0.111293310251909
"167","CHIR","Wildlife_CHIR_V501_003",167,"Rebar","V501_003","Garmin GLO","2017/09/21 00:00:00",NA,NA,"na","hike creek/drainage as far as possible.","Y",NA,NA,"{93AC9F29-FB2E-458B-845F-A2060277CA1C}",8,0.0254224048282763
"168","SAGW","Wildlife_SAGW_W202_061",103,"GPS Only","W202_061","Samsung Tab Active A","2017/01/26 00:00:00",NA,NA,NA,"Follow Sweetwater trail. When 450 meters away from plot, go off trail towards NE until you hit plot.","Y",NA,NA,"{8C9B2817-BA97-4167-8B74-1ABD9B4367F2}",3,0.0777401839964387
"169","SAGW","Wildlife_SAGW_W202_062",111,"GPS Only","W202_062","Samsung Tab Active A","2017/01/26 00:00:00",NA,NA,NA,"1 km due east of point 18. if you stay low, there should be a drainage you can follow to within 120m of point. if you stay higher on the contours, the up/downs are fairly shalloware, so that is a viable option as well.","Y",NA,NA,"{25A44574-7F0F-4005-A1CB-EB060DB8397F}",3,0.0896910935578561
"170","SAGW","Wildlife_SAGW_W202_047",118,"GPS Only","W202_047","Samsung Tab Active A","2017/01/31 00:00:00",NA,NA,NA,"Camino El Cerro Trailhead. hike past Gila Monster mine into wash. upon approach to house, take large wash to right. hike up and over ridge to point about250m.","Y",NA,NA,"{BD9433F6-4932-42DA-84D5-1255874CCAFF}",3,0.0503776886730887
"171","SAGW","Wildlife_SAGW_W102_064",110,"GPS Only","W102_064","Samsung Tab Active A","2017/01/26 00:00:00",NA,NA,NA,"na","Y",NA,NA,"{69791359-F9B9-4DD1-8045-DBF31FE7597B}",3,0.124496092392487
"172","CHIR","Wildlife_CHIR_V402_001",150,"Rebar","V402_001","Garmin GLO","2017/09/13 00:00:00",NA,NA,"lots of hiking through dense grass, keep eye out for snakes.","Park at windmill by cattle tank. enter through gate. point is 600m east through dense grass. weave in and out through small drainage until 200m from point. point is on NE slope of small mesa.","Y",NA,NA,"{0E56EEF1-2C27-4ECA-92AD-21B6E2C737FE}",5,0.0298320421688247
"173","CHIR","Wildlife_CHIR_V503_006",153,"Rebar","V503_006","Garmin GLO","2017/09/13 00:00:00",NA,NA,"steep","Parked at Echo Canyon parking lot. Hike Ed Riggs tr to Mushroom Rock tr to Big Balanced Rock tr. When 320m away from plot, go off trail NW to approach.","Y",NA,NA,"{24FEA0A8-3DB6-4488-A97D-1CB244940ECE}",8,0.0348595782652927
"174","ORPI","Wildlife_ORPI_V101_002W",38,"Rebar","V101_002W","Samsung Tab Active A","2016/04/25 00:00:00",NA,NA,"high potential for enountering human traffic. carry all communication devices","drive north boundary Rd and park in turnout at 2.6km (173째 bearing) from cam.","Y",NA,NA,"{70DD67C6-667C-4DE3-B1A3-AB4238DCC68C}",1,0.0742633895196781
"175","MOCC","Wildlife_MOCC_WBC_XS06_RGL",184,"GPS Only","WBC_XS06_RGL","Garmin GLO","2018/05/16 20:03:59",NA,NA,"very close to river ","na we approached from a different angle from point 202_006 and had to walk a very steep slope would not recommend that path",NA,NA,NA,"{B492F895-5548-447D-893D-30F374E41771}",1,1.52634229922214e-05
"176","MOCC","Wildlife_MOCC_V202_006",185,"Rebar","V202_006","Garmin GLO","2018/05/16 18:55:00",NA,NA,"Steep cliff watch your step","from point 202_003 walk along same elevation gradient around into the wash and back. you will have to cross barbed wire twice (1st over 2nd under) walk over to of North mountain to point. ",NA,NA,NA,"{928CFD89-609F-4498-B574-8D4E02E0CF09}",1,0.00244876075048815
"177","MOCC","Wildlife_MOCC_V202_003",186,"Rebar","V202_003","Garmin GLO","2018/05/16 17:39:00",NA,NA,"uphill hike ","keep on south side of river and walk toward small wash in the middle of the hill. ",NA,NA,NA,"{EF9F41A0-D891-47E9-9A40-781A3BDEC9F2}",1,0.00197554561055288
"178","MOCC","Wildlife_MOCC_V201_010",187,"Rebar","V201_010","Garmin GLO","2018/05/16 16:38:59",NA,NA,"close to an arch site watch your step","from point xs09_R06 walk south and follow baring point in on top of small hill. ",NA,NA,NA,"{5D1E8836-BD4F-4A3B-B2A6-C616D9E2B32A}",1,0.00298126994116566
"179","MOCC","Wildlife_MOCC_WBC_XS09_R06",188,"GPS Only","WBC_XS09_R06","Garmin GLO","2018/05/16 15:51:00",NA,NA,"you have to cross the river bring water shoes ","walk down to eating area and walk over rock wall and across river follow bearing ",NA,NA,NA,"{E0E2794C-4656-40C4-91BE-FA8934C896B0}",1,0.000662510917913187
"180","MOCC","Wildlife_MOCC_WBC_XS11_LGL",175,"GPS Only","WBC_XS11_LGL","Garmin GLO","2018/05/15 23:10:00",NA,NA,"you have to cross the river ","from point 201_006 head east downhill and cross river.",NA,NA,NA,"{EBA179C7-279D-4066-9339-B79E796D081C}",1,0.000114667418377607
"181","MOCC","Wildlife_MOCC_V201_006",176,"Rebar","V201_006","Garmin GLO","2018/05/15 22:47:59",NA,NA,"barbed wire fence close by","from point 201_009 head south west uphill ",NA,NA,NA,"{B498260C-659F-41DF-BD81-87CBA02ED5B1}",1,0.00212674230862558
"182","MOCC","Wildlife_MOCC_V201_009",177,"Rebar","V201_009","Garmin GLO","2018/05/15 22:12:59",NA,NA,"barbed wire fence crossing necessary. Small cliff halfway down path.","Park at old blm road, walk down road until sharp turn, cross barbed wore fence and head south.nalternate route is to park at VC and take trail. ",NA,NA,NA,"{712BFA1C-FEBE-4867-8AD8-35DF2FF2C8DD}",1,0.00117973758166907
"183","MOCC","Wildlife_MOCC_V202_002",178,"Rebar","V202_002","Garmin GLO","2018/05/15 20:51:00",NA,NA,"n/a","Park on weather station intersection road or if locked, parking lot at intersection.  walk on west fork of road. go north from weather
station.  ",NA,NA,NA,"{117C4FC8-79F6-42AE-821C-8B91C96A9CF2}",1,0.00342834419199189
"184","MOCC","Wildlife_MOCC_WBC_XS11_LGL",175,"GPS Only","WBC_XS11_LGL","Garmin GLO","2018/05/17 22:27:00",NA,NA,"n/a","Park at dirt road on SW area of park. walk road to creek, enter park at creek on south boundary. cross creek at XS11.",NA,NA,NA,"{BC9E8A3F-6A2D-4945-BFF8-ABC41BD69F32}",1,5.39324693382244e-05
"185","MOCC","Wildlife_MOCC_WBC_XS08_L10",193,"GPS Only","WBC_XS08_L10","Garmin GLO","2018/05/17 21:48:00",NA,NA,"n/a","best approached as a circuit from upstream.  Bosque to west is very dense!",NA,NA,NA,"{E755E706-7FFF-430D-A25F-717CC2952EDC}",1,0.00119050028460944
"186","MOCC","Wildlife_MOCC_WBC_XS10_RGL",194,"GPS Only","WBC_XS10_RGL","Garmin GLO","2018/05/17 21:03:00",NA,NA,"slope exceeds 45 degrees upstream of camera. only access from downstream ","approach from south via XS11. park truck at dirt road on SW boundary,  walk road to creek, work upstream on river right from south boundary. ",NA,NA,NA,"{386840FC-0798-4980-AFC5-00E5EF2EE2F9}",1,0.000301245664467469
"187","MOCC","Wildlife_MOCC_WBC_XS03_RGL",189,"GPS Only","WBC_XS03_RGL","Garmin GLO","2018/05/16 21:29:00",NA,NA,"n/a","Park at dirt road entrance on north side of park. walk dirt road to river, do not cross. walk uostream. site is located on 1st terrace above active channel due to folding potential. ",NA,NA,NA,"{4D1AB0FB-A23E-4410-A91A-A58B535FC18B}",1,0.000366730201495945
"188","MOCC","Wildlife_MOCC_WBC_XS04_L47",195,"GPS Only","WBC_XS04_L47","Garmin GLO","2018/05/16 20:34:00",NA,NA,"n/a","access via dirt road on north boundary. walk road to river, locate narrow location upstream from cross section. ",NA,NA,NA,"{FF53FD5B-4ABA-4CC9-9CCE-772A1433B649}",1,0.00101643474098765
"189","MOCC","Wildlife_MOCC_WBC_XS05_R23",190,"GPS Only","WBC_XS05_R23","Garmin GLO","2018/05/16 19:50:59",NA,NA,"if crossing from river left, go downstream of cross section to narrow and use rocks to cross","below main drive in. if collecting from river left route, see safety note.",NA,NA,NA,"{3776911F-17A0-428C-97AE-6430C5584B31}",1,0.000826754369912953
"190","MOCC","Wildlife_MOCC_V202_005",191,"Rebar","V202_005","Garmin GLO","2018/05/16 16:59:00",NA,NA,"cross river at bend near cross section 3 or 4. river is wide and deep upstream.

","Park at entrance to old dirt road on north boundary of park. walk road to trail that leads to creek. cross at narrow between xs 3 and xs 4. follow east along river until to you meet the ridge. plot is along spine of ridge.",NA,NA,NA,"{7E2218F5-DDF5-46D2-87BE-AA4EE542ED50}",1,0.00110501987409444
"191","MOCC","Wildlife_MOCC_WBC_XS07_R46",192,"GPS Only","WBC_XS07_R46","Garmin GLO","2018/05/15 23:21:00",NA,NA,"na","blue flagging in mesquite and Arizona ash. on terrace intermediate between two channels, hard to find.",NA,NA,NA,"{02336BC2-335F-4236-9A82-E6DE4AC2B454}",1,0.000536550685031381
"192","MOCC","Wildlife_MOCC_V201_008",179,"Rebar","V201_008","Garmin GLO","2018/05/15 22:44:59",NA,NA,"NA","Park at sewage ponds by front gates",NA,NA,NA,"{2C37223C-0729-45B2-B064-70AB83FAE5F0}",1,0.00234259876259978
"193","MOCC","Wildlife_MOCC_V202_009",180,"Rebar","V202_009","Garmin GLO","2018/05/14 21:59:59",NA,NA,"approach from north to avoid cliff edge
","Park near gate to weather station,  walk west fork of road to weather station, walk south from climate station.
",NA,NA,NA,"{F98449FD-7555-46B6-8919-2D6078D98421}",1,0.00167324041453432
"194","MOWE","Wildlife_MOWE_WBC_XS08_R33",196,"GPS Only","WBC_XS08_R33","Garmin GLO","2018/05/17 19:28:00",NA,NA,"n/a","follow bank downstream until you encounter social trails. follow these downslope until perpendicular to location, then bushwack north towards large sycamore",NA,NA,NA,"{AF869D35-47E2-4C9A-B27D-25ADA04AEA41}",2,0.000625130523711352
"195","MOWE","Wildlife_MOWE_WBC_XS07_RGL",197,"GPS Only","WBC_XS07_RGL","Garmin GLO","2018/05/17 19:04:00",NA,NA,"n/a","head south from picnic area (unless collecting as circuit -then follow downstream bank from XS06). angle right along maintenence road, then perpendicular to creek.",NA,NA,NA,"{175D1858-3098-4F4D-B73B-F433AA764ABA}",2,0.000370294813181996
"196","MOWE","Wildlife_MOWE_WBC_XS06_R09",198,"GPS Only","WBC_XS06_R09","Garmin GLO","2018/05/17 18:04:00",NA,NA,"na","two different routes 1-from housing head south 2-feom foint XS05_LGL walk down river and cross when able, follow bearing ",NA,NA,NA,"{44CCB728-0A9A-4F1E-81CB-1D567A7009B2}",2,0.000948483495645708
"197","MOWE","Wildlife_MOWE_WBC_XS05_LGL",199,"GPS Only","WBC_XS05_LGL","Garmin GLO","2018/05/17 17:31:00",NA,NA,"you need to cross a river ","from river left point xs02_lgl walk down stream xs02_lgl cross barbed wire fence and walk down river until you see a nice big dead log in a wash and follow river until you can cross, follow bearing.",NA,NA,NA,"{5D1E86BC-DA0E-40F9-B586-248D5DACA106}",2,8.08708762497446e-05
"198","MOWE","Wildlife_MOWE_WBC_XS02_LGL",200,"GPS Only","WBC_XS02_LGL","Garmin GLO","2018/05/17 17:00:00",NA,NA,"n/a","access from crossing point on cross section XS03. follow riverbank upstream. camera is 12 meters east (away from stream) of veg point.",NA,NA,NA,"{1EE176E3-DA2B-4996-B1E6-7DDB7F198928}",2,9.94509700102397e-05
"199","MOWE","Wildlife_MOWE_WBC_XS03_L28",201,"GPS Only","WBC_XS03_L28","Garmin GLO","2018/05/17 16:37:00",NA,NA,"you need to cross the river.","from point xs04_R13 walk to river and follow upstream. just down dream of points there will be a good crossing point, cross the river and follow bearing.",NA,NA,NA,"{823121E9-E1AA-487D-BF1D-63FA00262B6A}",2,0.000339645335779461
"200","MOWE","Wildlife_MOWE_WBC_XS04_R13",202,"GPS Only","WBC_XS04_R13","Garmin GLO","2018/05/17 15:55:00",NA,NA,"n/a","take canal path until perpendicular to cross section. pick a game trail South until you reach the point.",NA,NA,NA,"{96F19A25-5F4D-403C-B086-E350F0B58E42}",2,0.000658468411192254
"201","GICL","Wildlife_GICL_V500_004",239,"Rebar","V500_004","Garmin GLO","2018/07/11 16:11:00",NA,NA,"n/a","left from point v500_700 about 600ft in grassy field ",NA,NA,NA,"{6FF13EBC-6152-4E6F-8C02-F5214383F39A}",1,0.00623663464477449
"202","GICL","Wildlife_GICL_V500_007",237,"Rebar","V500_007","Garmin GLO","2018/07/11 14:48:59",NA,NA,"lots of dead trees ","take trail starting at trail and right/north through two washes ",NA,NA,NA,"{349ED018-35E3-4BAE-8F6D-D490D587F7DA}",460,0.0049555206282582
"203","GICL","Wildlife_GICL_V500_002",226,"Rebar","V500_002","Garmin GLO","2018/07/10 17:35:59",NA,NA,"very difficult point to get to. lots of cliffs and steep slopes.","from v500_001 walk on upper slope until you get close to split in the river bed/ where the washes meet  (I marked points where it is okay to cross) then once your on the other side of the wash follow the  bearing to the point. ",NA,NA,NA,"{2688E8BF-46BE-4E16-A24E-F657D08B8F91}",460,0.00465646625292579
"204","GICL","Wildlife_GICL_V500_001",220,"Rebar","V500_001","Garmin GLO","2018/07/10 16:47:59",NA,NA,"slippy and very steep slow and steady","from point v500_018 walk downhill a d follow bearing ",NA,NA,NA,"{DC4199D5-E6FE-443F-BA0B-FF2FB803034B}",460,0.00224753193811613
"205","GICL","Wildlife_GICL_V500_018",215,"Rebar","V500_018","Garmin GLO","2018/07/10 15:24:59",NA,NA,"slippery when wet lots of dead snags.","from point v500_005 walk west and follow bearing. ",NA,NA,NA,"{CF3FEA25-BF8A-4B0E-90B9-24F8894BBA49}",460,0.00296474490859306
"206","GICL","Wildlife_GICL_V500_005",217,"Rebar","V500_005","Garmin GLO","2018/07/10 16:02:00",NA,NA,"slippery when wet, lots of dead snags. ","drive to woody corral, start on trail closest to large sign (you should see a list of trails within the first few minutes of hiking. follow main trail until you reach the corner boundary line of the park. walk down slope and follow bearing. ",NA,NA,NA,"{6E6C6502-95A0-491D-858F-CB38DF4C6926}",460,0.00451268009860085
"207","GICL","Wildlife_GICL_V500_008",238,"Rebar","V500_008","Garmin GLO","2018/07/11 15:53:00",NA,NA,"watch your step. ","park at woody corral and follow main trail. at the corner of the monument border turn off the trail and follow the bearing. ",NA,NA,NA,"{CEC5140F-204B-47C9-BD05-DC34C48B3246}",1,0.00423015565752073
"208","GICL","Wildlife_GICL_V400_004",230,"Rebar","V400_004","Garmin GLO","2018/07/10 20:58:00",NA,NA,"steep climb lots of rock walls. We also saw a couple of javelina  ","we headed up the dwelling trails on the right side and cut off at the first switch back. That's where we went wrong DO NOT HEAD UP RIGHT  AWAY.  Keep low until you're in line with the point. the hill is much easier their. ",NA,NA,NA,"{A0A55951-E787-432F-831E-029F39F69241}",460,0.00412567943630863
"209","GICL","Wildlife_GICL_V400_001",225,"Rebar","V400_001","Garmin GLO","2018/07/10 17:32:59",NA,NA,"N/A","Head down from point 500_600. Have to cross a couple of washes. ",NA,NA,NA,"{516D17FD-8187-4500-93B7-D936191A61A5}",1,0.00176170966643967
"210","GICL","Wildlife_GICL_V500_006",221,"Rebar","V500_006","Garmin GLO","2018/07/10 16:50:59",NA,NA,"Dead trees fallen/still standing. ","Head directly up from last point then up small slope. ",NA,NA,NA,"{5C81B5C1-AF87-48AF-B2CE-1CD0C0966286}",31,0.00195822557079014
"211","GICL","Wildlife_GICL_V400_005",216,"Rebar","V400_005","Garmin GLO","2018/07/10 15:56:00",NA,NA,"lots of standing/fallen dead trees. Had to cross river three times","Followed river trail till top of the river transects. Went left off trail and climbed first small hill and took a bearing. ",NA,NA,NA,"{636E5594-BCB9-45B3-AF1E-388F353405A5}",1,0.00284335664460521
"212","GICL","Wildlife_GICL_V400_002",211,"Rebar","V400_002","Garmin GLO","2018/07/10 01:47:00",NA,NA,"steep walk up hill. lots of dead snags. ","From upper scorpion campground walk up the road north west and go up the trail few meters take a right at the canyon. take a left uphill right before baracade. walk uphill using bearing. ",NA,NA,NA,"{CBFB33B3-2E20-4F3A-BF27-E25C7A702F7A}",1,0.00186823842013398
"213","GICL","Wildlife_GICL_Gila_XS09_R54",236,"GPS Only","Gila_XS09_R54","Garmin GLO","2018/07/10 22:47:00",NA,NA,"none","cross bridge and head down toward river",NA,NA,NA,"{1FC46FB2-F36C-497E-B834-99D2A4233EA4}",1,5.81673826392506e-05
"214","GICL","Wildlife_GICL_Gila_XS08_L09",235,"GPS Only","Gila_XS08_L09","Garmin GLO","2018/07/10 22:24:00",NA,NA,"none","none",NA,NA,NA,"{D7A73A38-04F1-4BF3-8985-4B4C711FF53B}",1,0.00014592024739034
"215","GICL","Wildlife_GICL_Gila_XS08_LGL",234,"GPS Only","Gila_XS08_LGL","Garmin GLO","2018/07/10 22:02:00",NA,NA,"none","none",NA,NA,NA,"{9C94E0C3-A886-4400-B253-9BB7BAC8F163}",1,0.000138966959977144
"216","GICL","Wildlife_GICL_Gila_XS07_R52",233,"GPS Only","Gila_XS07_R52","Garmin GLO","2018/07/10 21:43:00",NA,NA,"none","must bush wack to get it",NA,NA,NA,"{A96CFD21-BA61-4AF6-810B-57BE6827CE1A}",1,6.29151214438782e-05
"217","GICL","Wildlife_GICL_Gila_XS07_R56",232,"GPS Only","Gila_XS07_R56","Garmin GLO","2018/07/10 21:24:00",NA,NA,"none","none",NA,NA,NA,"{DBCF5AE1-1F9B-409D-8D11-E8C16C6A3112}",1,0.000484163814067475
"218","GICL","Wildlife_GICL_Gila_XS06_L03",231,"GPS Only","Gila_XS06_L03","Garmin GLO","2018/07/10 21:08:00",NA,NA,"none","hike through tall grass and shrubs to little clearing east of river",NA,NA,NA,"{DBCBF613-EC17-427A-99B0-301A6EF8F361}",1,0.000948281889748724
"219","GICL","Wildlife_GICL_Gila_XS06_LGL",229,"GPS Only","Gila_XS06_LGL","Garmin GLO","2018/07/10 20:51:59",NA,NA,"none","none",NA,NA,NA,"{89A5E6EA-31ED-476C-BDD2-B479771CD8B0}",1,0.000791755769466599
"220","GICL","Wildlife_GICL_Gila_XS05_R45",212,"GPS Only","Gila_XS05_R45","Garmin GLO","2018/07/10 20:29:00",NA,NA,"heavy brush and branches to get through.","walking near edge of river is easiest . must wind through dense veg.",NA,NA,NA,"{0BD30F38-B9BC-480E-A670-A6385A65BCD3}",1,2.20807646359918e-05
"221","GICL","Wildlife_GICL_Gila_XS05_RGL",228,"GPS Only","Gila_XS05_RGL","Garmin GLO","2018/07/10 18:42:00",NA,NA,"none","none",NA,NA,NA,"{ECCA68DE-6330-44E8-9697-CB745A07C84A}",1,0.000387751955155586
"222","GICL","Wildlife_GICL_Gila_XS04_R37",227,"GPS Only","Gila_XS04_R37","Garmin GLO","2018/07/10 18:07:00",NA,NA,"none ","none",NA,NA,NA,"{FCA4E7A4-2371-4825-A047-E958108D2478}",1,0.000389229366734477
"223","GICL","Wildlife_GICL_Gila_XS04_LGL",214,"GPS Only","Gila_XS04_LGL","Garmin GLO","2018/07/10 17:51:59",NA,NA,"none","May have to walk through veg thickets",NA,NA,NA,"{2888D74D-2213-45D9-8F36-5B37B5C382BE}",1,0.000726025768962479
"224","GICL","Wildlife_GICL_Gila_XS03_L27",224,"GPS Only","Gila_XS03_L27","Garmin GLO","2018/07/10 17:31:00",NA,NA,"none ","on east side of river bank",NA,NA,NA,"{B52C52C2-31B4-43C0-8FDC-6009730F3ABF}",1,0.00101782343609173
"225","GICL","Wildlife_GICL_Gila_XS03_RGL",223,"GPS Only","Gila_XS03_RGL","Garmin GLO","2018/07/10 17:15:00",NA,NA,"none","none",NA,NA,NA,"{5CF49376-7619-43EA-9FB3-E00EB7E5708B}",1,0.000201852101400139
"226","GICL","Wildlife_GICL_Gila_XS02_RGL",219,"GPS Only","Gila_XS02_RGL","Garmin GLO","2018/07/10 16:37:00",NA,NA,"river cross slick rocks","take west fork trail, cross river to point",NA,NA,NA,"{ABAE77FB-A0A1-4BF8-B994-A702C10EA0BE}",1,1.44377626605411e-05
"227","GICL","Wildlife_GICL_Gila_XS02_R42",222,"GPS Only","Gila_XS02_R42","Garmin GLO","2018/07/10 16:56:00",NA,NA,"have to walk through brush and trees","crossed river and walked into thicket of threes and vegetation ",NA,NA,NA,"{ED4F9385-261A-4C04-9AC8-488A764909A1}",1,8.62508374984423e-05
"228","GICL","Wildlife_GICL_Gila_XS01_LGL",213,"GPS Only","Gila_XS01_LGL","Garmin GLO","2018/07/10 15:30:00",NA,NA,"we crossed river three times.rocks slick.
","take west fork trail from upper scorpion camp to site.",NA,NA,NA,"{5A523BD9-03CB-4255-83CB-04901567A695}",1,0.000588753224147459
"229","GICL","Wildlife_GICL_Gila_XS01_L44",218,"GPS Only","Gila_XS01_L44","Garmin GLO","2018/07/10 16:02:00",NA,NA,"none","head toward north canyon wall through veg clusters",NA,NA,NA,"{C2D9BECD-AEF4-4A12-A849-937633D504FA}",1,0.000743589471585923
"230","TONT","Wildlife_TONT_V202_016",206,"Rebar","V202_016","Garmin GLO","2018/05/25 18:26:00",NA,NA,"NA","Take UCD trail to terminus and then hike along the slope in front of the UCD to the GPS point.",NA,NA,NA,"{84D5495C-67BA-43D5-B990-616F449DB3CD}",439,0.00215982190753409
"231","TONT","Wildlife_TONT_V202_014",205,"Rebar","V202_014","Garmin GLO","2018/05/24 16:31:00",NA,NA,"bring a stick for hiking because it is steep","take Frazier trail to FS road and walk up road until you reach a small ridge at a cattle guard and fence. try to stay on lake side of fence to avoid climbing under it later. Follow FS fence up hill and you will see NPS fence. cross that and walk up to pt",NA,NA,NA,"{BCB9F465-9FE1-4831-A32B-D8B203C7B3E7}",439,0.0143034146532054
"232","TONT","Wildlife_TONT_V202_017",181,"Rebar","V202_017","Garmin GLO","2018/05/15 21:51:00",NA,NA,"NA","From the resource building walk to the brown rolling gate above turn for administration. from the gate walk west along the bajada. Cross one drainage and keep walking, when you get to the second drainage go up the middle finger ridge to the GPS point .",NA,NA,NA,"{5EFF8C2F-B835-4CA3-81B2-6372F2D466F9}",439,0.00871784322055554
"233","TONT","Wildlife_TONT_V202_013",182,"Rebar","V202_013","Garmin GLO","2018/05/15 16:36:00",NA,NA,"NA","Walk up LCD trail till you reach the last bend before entering the dwelling. Climb over the railing and skirt up the hill past the LCD North Annex. Go the GPS point to the  camera. ",NA,NA,NA,"{21DEE9DA-2728-4689-8850-70ABE2D6493B}",439,0.00601098602829314
"234","TONT","Wildlife_TONT_V102_004",170,"Rebar","V102_004","Garmin GLO","2018/05/14 20:15:00",NA,NA,"NA","Drive to park entrance and turn left. Park on the north side of the road at the beginning of the guard rail at the first bridge you reach. Hike towards the North 40, cross the park fence, and go to GPS point.",NA,NA,NA,"{54290D12-D836-4E3A-BF8E-7929D3C69E1E}",6,0.00700402255694883
"235","TONT","Wildlife_TONT_V102_003",171,"Rebar","V102_003","Garmin GLO","2018/05/14 19:33:00",NA,NA,"NA","Drive out of park and turn left at park enteance. Drive until you reach the guardrail of the bridge near the North 40 and park on northern side of road. Cross park fence and walk north to GPS point.",NA,NA,NA,"{D4ADABFD-0154-40BA-9ACC-9F3D81FDE5D7}",6,0.00869297197273753
"236","TONT","Wildlife_TONT_V102_002",172,"Rebar","V102_002","Garmin GLO","2018/05/14 17:50:00",NA,NA,"NA","Left administration building and walked northwest across bajada.  ",NA,NA,NA,"{EDCDD0E3-4A91-49DB-A3B4-842479103B1F}",6,0.0122676016328457
"237","TONT","Wildlife_TONT_V202_015",173,"Rebar","V202_015","Garmin GLO","2018/05/14 17:05:00",NA,NA,"na","we left from administration building and walked northwest across the bajada",NA,NA,NA,"{AC8AE27C-7858-47F6-8946-D372B2687FDE}",6,0.0125402607816855
"238","TONT","Wildlife_TONT_V302_003",207,"Rebar","V302_003","Garmin GLO","2018/05/30 17:26:59",NA,NA,"steep hills bring hiking pole","take LCD trail to ridge/saddle above Deadman and walk up hills SW until you reach point.",NA,NA,NA,"{34610C97-1BF7-4A03-B591-7999B18E2BF7}",439,0.0081519727141575
"239","TONT","Wildlife_TONT_V302_001",208,"Rebar","V302_001","Garmin GLO","2018/05/30 16:02:00",NA,NA,"Bring gators and walking stick. ","Go up LCD trail to the dwelling. when you reach the last bend of the trail cross the railing  and climb past the LCD North Annex. Go up that slot canyon to the saddle and follow ridge line. Once above the GPS point drop down the north side of the ridge.",NA,NA,NA,"{80D17485-DF4C-40E1-BC70-9F15D54E94AF}",439,0.00993880081873098
"240","TONT","Wildlife_TONT_V302_004",209,"Rebar","V302_004","Garmin GLO","2018/05/30 15:24:00",NA,NA,"hike is mostly uphill and pretty steep at parts so bring plenty of water and a hiking pole","take LCD trail to the last turn before you enter the dwelling (at the original entrance wayside). walk up to ridge above LCD and follow SW. you'll hike up several more slopes until you reach the back end of the park ",NA,NA,NA,"{C707DC7E-99F4-443F-946C-10864B928084}",439,0.012756055022857
"241","TONT","Wildlife_TONT_V302_002",240,"Rebar","V302_002","GarminGLO","2018/11/27 00:00:00",NA,NA,"n/a","following bearing",NA,NA,NA,"{AEEAC4D2-DD94-4801-B10B-D401DA360D51}",439,0.010690893864375
"242","TONT","Wildlife_TONT_V302_005",241,"Rebar","V302_005","GarminGLO","2018/11/27 00:00:00",NA,NA,"na","starting from the main highway make your way up to the first mountain aiming for the cut in the cliff, stay on Ridge except to off shoot tor points and from point v202_010 walk back to the top of Ridge and make your way uphill",NA,NA,NA,"{BA9D4A35-46B1-46A2-BFAE-CE35D746D402}",439,0.012943400818702
